"","soil.char.site_unique","soil.char.site_location_name","soil.char.site_location_visit_id","soil.char.upper_depth","soil.char.lower_depth","soil.char.horizon","soil.char.texture_grade","soil.char.texture_qualifier","soil.char.texture_modifier","soil.char.colour_when_moist","soil.char.colour_when_dry","soil.char.mottles_colour","soil.char.mottles_abundance","soil.char.mottles_size","soil.char.segregations_abundance","soil.char.segregations_size","soil.char.segregations_nature","soil.char.segregations_form","soil.char.comments","soil.char.collected_by","soil.char.smallest_size_1","soil.char.smallest_size_2","soil.char.effervescence","soil.char.ec","soil.char.ph","soil.char.pedality_grade","soil.char.pedality_fabric","soil.char.next_size_type_2","soil.char.next_size_type_1","soil.char.smallest_size_type_2","soil.char.smallest_size_type_1","soil.char.next_size_2","soil.char.next_size_1","soil.char.layer_barcode"
"1511","NSAMDD0006-56954","NSAMDD0006",56954,0,1,"A1","S","n/a","n/a","5YR46",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in N.E. corner",2,"11",NA,"N",1.23,9,"G","G","NC","NC","NC","NC",NA,"11","NSA  053193"
"1512","SATFLB0024-53555","SATFLB0024",53555,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit to 65cm, Auger to 100cm. ",8,"11",NA,"N",0.13,9.2,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 006668"
"1513","WAACOO0006-53438","WAACOO0006",53438,0.2,0.3,NA,"CS","NC","Z",NA,"7.5YR7/6","D","2","NC","NC","NC","NC","NC","PIT: Near SW corner. Opening. Surface with strong particulate (silty sand) & some cryptogam crust; >20% litter. ",9,"11",NA,"NC",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","WAA051073"
"1514","WAACOO0007-53440","WAACOO0007",53440,0.1,0.2,NA,"SCL","NC","Z",NA,"5YR5/6","NC","NC","NC","NC","NC","NC","NC","PIT: Near SW corner. Open area adjacent to Acacias and mallees. Surface with a strong particulate/cryptogam crust and little litter. ",9,"11",NA,"NC",NA,NA,"NC","G","NC","NC","NC","NC",NA,"11","WAA051143"
"1515","WAACOO0007-53440","WAACOO0007",53440,0.2,0.3,NA,"SCL","NC","Z",NA,"2.5YR5/6","NC","NC","NC","NC","NC","NC","NC","PIT: Near SW corner. Open area adjacent to Acacias and mallees. Surface with a strong particulate/cryptogam crust and little litter. ",9,"11",NA,"NC",NA,NA,"NC","G","NC","NC","NC","NC",NA,"11","WAA051142"
"1516","WAACOO0010-53441","WAACOO0010",53441,0.1,0.2,NA,"S","NC","Z",NA,"7.5YR6/6","n/a","0","n/a","NC","NC","NC","NC","The site is dominated by the granite shield at its centre, sheet flow from a matching outcrop proceeds south to WAACOO 0009. 

PIT: SW corner. Open area about 5m south from Acacia, features Eriachne, annuals and geophytes. 

",9,"11",NA,"N",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","WAA051173"
"1517","NTAGFU0014-53661","NTAGFU0014",53661,0.9,1.2,"2B","SCL",NA,NA,"10YR64","7.5YR63","O","1","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",NA,6.5,"V","E","NC","NC","NC","NC",NA,"11","NTA051197"
"1518","NTAGFU0014-53661","NTAGFU0014",53661,0.65,0.9,"B22","LC",NA,NA,"10YR63","7.5YR64","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",NA,7.3,"V","E","NC","NC","NC","NC",NA,"11","NTA051196"
"1519","QDAGUP0021-53535","QDAGUP0021",53535,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052363"
"1520","QDACHC0002-53593","QDACHC0002",53593,0.1,0.2,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",1.27,7.3,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   050604"
"1521","QDAGUP0008-53529","QDAGUP0008",53529,0.12,0.25,"A12","S","NC","NC","10YR33","","NC","NC","NC","NC","NC","NC","NC","Pit and subsites 1-5 in NW corner.3 X BD's.",2,"11",NA,"N",0.02,8.5,"G","G","NC","NC","NC","NC",NA,"11","QDA   051946"
"1522","WAANUL0009-56934","WAANUL0009",56934,0,0.11,"A1","CS","NC","NC","2.5YR46","","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"V",0.17,9.2,"V","E","NC","NC","NC","NC",NA,"11","WAA052205"
"1523","NTADAC0001-53518","NTADAC0001",53518,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Stable flat soil surface across site with little bare soil exposed",11,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NTA  051891"
"1524","NSAMDD0028-56988","NSAMDD0028",56988,0.51,1,"","SL","NC","NC","10YR44","","n/a","0","n/a","0","n/a","n/a","n/a",NA,17,"11",NA,"N",0.06,6.4,"NC","NC","NC","NC","NC","NC",NA,"11","NSA053884"
"1525","SAAGVD0003-56927","SAAGVD0003",56927,0.1,0.65,"A31","LS","NC","NC","2.5YR46","","NC","NC","NC","NC","NC","NC","NC","Pit in SE corner. Camel pad through site",2,"11",NA,"N",0.05,8.1,"V","E","NC","NC","NC","NC",NA,"11","SAA 000195"
"1526","SATFLB0017-53548","SATFLB0017",53548,0.3,0.4,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Mixed surface strew sandstone and quartzite and Schist. Extensive outcrops , strew same lithology. Pit and 5 subsites in SE corner.SA Government photopoint tag # 11897 on SE post tagged SATFLB0017",8,"11",NA,"N",0.03,7.9,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 006466"
"1527","SAASTP0004-53722","SAASTP0004",53722,0.2,0.3,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAA050792"
"1528","QDAGUP0014-53480","QDAGUP0014",53480,0,0.1,"A1","LMC","NC","NC","10YR42","","NC","NC","NC","NC","NC","NC","NC","Pit and subsites 1-5 in SE corner.",2,"11",NA,"N",0.15,5.6,"V","E","NC","NC","NC","NC",NA,"11","QDA   052126"
"1529","QDAGUP0028-53487","QDAGUP0028",53487,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,11,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052620"
"1530","NTADAC0001-53518","NTADAC0001",53518,0.6,0.7,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Stable flat soil surface across site with little bare soil exposed",11,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NTA  051893"
"1531","SASMDD0002-53711","SASMDD0002",53711,0,0.1,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,NA,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAS  050671"
"1532","NTAFIN0012-53632","NTAFIN0012",53632,0,0.08,"A1","SL","+",NA,"2.5YR36",NA,"NC","NC","NC","NC","NC","NC","NC","Auger from 30cm. ",2,"11",NA,"N",0.24,6.6,"V","E","NC","NC","NC","NC",NA,"11","NTA052674"
"1533","NTASSD0006-53694","NTASSD0006",53694,0,1,"A1","S",NA,NA,"10R48","10R46","NC","NC","NC","NC","NC","NC","NC","Pit to 1.0m. No change throughout profile. Pit photos 0595, 0596. Microrelief is biotic vegetation.",2,"11",NA,"N",0.34,6.2,"G","G","NC","NC","NC","NC",NA,"11","NTA050877"
"1534","SAAGAW0002-56993","SAAGAW0002",56993,0,0.02,"A11","CS","NC","NC","5YR46","","NC","NC","NC","NC","NC","NC","NC","Pit in NE corner. Subsites 1 - 5 in NE corner. Stopped by Calcrete gravel atv 0.90m.",2,"11",NA,"N",0.04,9.2,"V","E","NC","NC","NC","NC",NA,"11","SAA 000385"
"1535","WAAPIL0019-57614","WAAPIL0019",57614,0.35,1,"B22","MC","NC","NC","10R44",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit in NW corner. Minute crystals from 0.35m to 1.00m. May be gypsum.. No BD's. Soil subsite 4 labelled as 5.",2,"11",NA,"S",1.7,7.4,"V","E","NC","NC","NC","NC",NA,"11","WAA053322"
"1536","SASMDD0003-57009","SASMDD0003",57009,0.5,0.6,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit sample 60cm to 70cm missing",11,"11",NA,"V",1.85,9.7,"NC","NC","NC","NC","NC","NC",NA,"11","SAS000226"
"1537","NSAMDD0019-57081","NSAMDD0019",57081,0.09,0.25,"","CLS","NC","NC","7.5YR2.53","","n/a","0","n/a","0","n/a","n/a","n/a",NA,17,"11",NA,"N",0,6.7,"NC","NC","NC","NC","NC","NC",NA,"11","NSA  053595"
"1538","SATSTP0001-53557","SATSTP0001",53557,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit to 50cm. Auger to 80cm.and 5subsites  in NW corner. SA Government photopoint #9935 stamped with SATSTP0001. Alluvial plain, no rock outcrop. Surface strew : 4/3/USA samples taken.",8,"11",NA,"N",0.05,8.8,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 006182"
"1539","QDACHC0006-53469","QDACHC0006",53469,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"N",0.77,8.7,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   050704"
"1540","SATFLB0011-53754","SATFLB0011",53754,0,0.1,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","Pit and 5 subsites dug at SE corner. SE corner marked with photopoint tag.Very rocky Stopped subsite and Pit sampling at 20cm. ",8,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 005395"
"1541","NTAFIN0033-53751","NTAFIN0033",53751,0.1,0.4,"A31","LS",NA,NA,"2.5YR36",NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",0.04,7.9,"V","E","NC","NC","NC","NC",NA,"11","NTA 051135"
"1542","QDAGUP0019-53534","QDAGUP0019",53534,0.5,0.6,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,14,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052293"
"1543","NTTDMR0002-53581","NTTDMR0002",53581,0.15,0.85,"A12","S","NC","NC","5YR46","","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",0,7.7,"V","E","NC","NC","NC","NC",NA,"11","NTT  000158"
"1544","QDAMGD0011-53495","QDAMGD0011",53495,0.1,0.45,"","SCL","NC","NC","10YR43","","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"M",0.18,7.5,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051227"
"1545","QDAMGD0024-53502","QDAMGD0024",53502,0.8,0.9,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"V",3.28,8.6,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051653"
"1546","QDAMGD0023-53544","QDAMGD0023",53544,0.4,0.5,"","SL","+","K","10YR58","","NC","NC","NC","NC","NC","NC","NC","Pit to 30cm. Auger to 50cm. Stopped by rock. ",2,"11",NA,"V",0.11,6,"V","E","NC","NC","NC","NC",NA,"11","QDA   051617"
"1547","NTAGFU0036-53683","NTAGFU0036",53683,0,0.1,"A1","CS",NA,NA,"7.5YR2.5","10YR54","NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"N",NA,NA,"V","E","NC","NC","NC","NC",NA,"11","NTA  052165"
"1548","QDAMUL0002-53505","QDAMUL0002",53505,0,0.02,"","CS","NC","NC","5YR44","","NC","NC","NC","NC","NC","NC","NC","Stopped by laterite. Microrelief probably Achidna activity.",2,"11",NA,"N",0.12,5.2,"V","E","NC","NC","NC","NC",NA,"11","QDA   050799"
"1549","SATFLB0024-53555","SATFLB0024",53555,0.6,0.7,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit to 65cm, Auger to 100cm. ",8,"11",NA,"H",4.71,8.2,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 006672"
"1550","WAACOO0003-53447","WAACOO0003",53447,0.2,0.3,NA,"S","NC","Z",NA,"10YR74","n/a","0","n/a","0","n/a","n/a","n/a",NA,9,"11",NA,"N",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","WAA050695"
"1551","WAACOO0018-53461","WAACOO0018",53461,0.4,0.5,"NC","S","NC","Z",NA,"10YR7/8","n/a","0","n/a","NC","NC","NC","NC","PIT: Adjacent to SW corner. Open area. Surrounded by mixed shrubs and sedges. Surface crust of sand with some cryptogam, and litter~15%. 
",9,"11",NA,"N",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","WAA050896"
"1552","NTAGFU0031-53678","NTAGFU0031",53678,0.2,0.35,"B12","SL",NA,NA,"10YR56","10YR68","NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"N",NA,5.8,"V","E","NC","NC","NC","NC",NA,"11","NTA  050194"
"1553","NTAFIN0029-53747","NTAFIN0029",53747,0.15,0.35,"B21","LMC",NA,NA,"2.5YR36","2.5YR36","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"H",0.49,8.6,"V","E","NC","NC","NC","NC",NA,"11","NTA051048"
"1554","WAACOO0001-53444","WAACOO0001",53444,0.1,0.2,"","S","NC","Z","","10YR7/6","NC","NC","NC","NC","NC","NC","NC","[NOTE ON FINE-EARTH/NON FINE EARTH PROPORTIONS. Percent clay is grossly indicative only, and not based on ribbon length. Percentages of components are relative in the order: “whole matrix = 100%” of which rock is given as a direct proportion; sand and silt are direct percentages of “whole matrix – proportion rock”; clay is then a direct pro-rata sub-component of the sand + silt fraction.]

Bulk density holes were separate from obs holes: BD01 50 739505 6523366 (near OBS01); BD02 50739519 6523378 (at the base of an Allocasuarina); BD03 50 739524 6523393 (at the base of a mallee near the plot centre). Colour BD01 & BD02 0-20cm 10YR7/6//7/4 20-30cm 10YR7/6; BD03  0-20cm 10YR7/6//7/4, 20-30cm 10YR7/6//7/8. 

PIT: Bare area amongst shrubs. Surface10% litter to 0.5cm, some duricrust. Yellow sand with up to 30% finer/silt particles to 100cm deep. 0-30cm slightly tan, decreasing chroma (x/8>x/4) indicates increasing organic matter/humus in near surface layers. Common lateral and fine roots in 0-20cm, scattered fine roots in 10-30cm, scarce/very scarce fine roots and laterals at lower depths. Charcoal-like fragments at 40cm. 
",9,"11",NA,"NC",NA,NA,"G","NC","NC","NC","NC","NC",NA,"11","WAA050665"
"1555","QDAEIU0003-53471","QDAEIU0003",53471,0.2,0.3,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Outcrop of ME sandstone on upslopes of site",4,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   050379"
"1556","WAAMAL0001-56962","WAAMAL0001",56962,0.2,0.3,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit in N.E. corner. Stopped by Limestone cobbles.",2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","WAA  053006"
"1557","NSAMDD0002-56952","NSAMDD0002",56952,0.5,1,"B1","SL","n/a","n/a","5YR56",NA,"n/a","0","n/a","2","2","K","N",NA,2,"11",NA,"V",1.43,9.8,"V","E","NC","NC","NC","NC",NA,"11","NSA  053072"
"1558","QDAMUL0003-53595","QDAMUL0003",53595,0.5,0.6,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",NA,5,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   050833"
"1559","QDAMGD0016-53498","QDAMGD0016",53498,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"N",0.18,7.3,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051385"
"1560","NSAMDD0003-56968","NSAMDD0003",56968,0.28,0.55,"B11","SL","n/a","n/a","2.5YR46",NA,"n/a","0","n/a","1","2","K","N","Pit in NE corner",2,"11",NA,"V",0.36,9.5,"V","E","NC","NC","NC","NC",NA,"11","NSA  053102"
"1561","SATSTP0001-53557","SATSTP0001",53557,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit to 50cm. Auger to 80cm.and 5subsites  in NW corner. SA Government photopoint #9935 stamped with SATSTP0001. Alluvial plain, no rock outcrop. Surface strew : 4/3/USA samples taken.",8,"11",NA,"S",0.13,9.4,"NC","NC","NC","NC","NC","NC",NA,"11","SAT 006184"
"1562","QDAMGD0008-53493","QDAMGD0008",53493,0.6,0.7,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"N",2.1,8.6,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051129"
"1563","NTAFIN0010-53630","NTAFIN0010",53630,0.05,0.2,"A12","S",NA,NA,"5YR34","2.5YR48","NC","NC","NC","NC","NC","NC","NC","Pit to 60cm and then Auger to 1.00m. ",2,"11",NA,"N",0.03,7,"G","G","NC","NC","NC","NC",NA,"11","NTA052614"
"1564","WAACOO0025-53452","WAACOO0025",53452,0.4,0.5,"","CS","NC","Z","","5YR74","P","2","2","2","3","K","S","[NOTE ON FINE-EARTH/NON FINE EARTH PROPORTIONS. Percent clay is grossly indicative only, and not based on ribbon length. Percentages of components are relative in the order: “whole matrix = 100%” of which rock is given as a direct proportion; sand and silt are direct percentages of “whole matrix – proportion rock”; clay is then a direct pro-rata sub-component of the sand + silt fraction.] Pit: Rocks to 20% vol in at least upper 0-30cm, typically 0.3-2.5cm (mode 0.5-0.7cm; rocks polyhedral and platy sub-angular, of greenstone and other diverse origins; soil typically a mudstone (to packstone) matrix with rocks amongst finer particles; clay >=15-30% plastic, even higher at 60cm; sand <=70%:silt (incl clay) - surface slightly siltier; most scattered roots in upper 20cm; pit halted at 60cm due to packstone; rocks increasingly inter-bedded +/- cemented. Obs holes particles similar to pit. Roots typically fine feeders and thin laterals of 2-3mm diam. Mottles calcic &/or saprolitic. Gravel bulk density likely better reflected by BD No. 2. ",9,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","WAA050563"
"1565","QDAGUP0024-53485","QDAGUP0024",53485,0.2,0.3,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,14,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   052474"
"1566","QDAGUP0011-53531","QDAGUP0011",53531,0.15,0.25,"A12","S","NC","NC","7.5YR34","","NC","NC","NC","NC","NC","NC","NC","Pit and subsites 1-5 in NW corner. Auger can't pick up soil.",2,"11",NA,"N",NA,NA,"G","G","NC","NC","NC","NC",NA,"11","QDA   052037"
"1567","WAACOO0020-53450","WAACOO0020",53450,0.5,0.6,"","CLS","NC","Z","","2.5YR56","n/a","0","n/a","0","n/a","n/a","n/a","[NOTE ON FINE-EARTH/NON FINE EARTH PROPORTIONS. Percent clay is grossly indicative only, and not based on ribbon length. Percentages of components are relative in the order: “whole matrix = 100%” of which rock is given as a direct proportion; sand and silt are direct percentages of “whole matrix – proportion rock”; clay is then a direct pro-rata sub-component of the sand + silt fraction.]
0-10cm; 2.5YR6/8  red-brown; Sand : silt : clay (plasticising;   to 30%?); Mottles few/none; Impact generates much loose material; Loam. Hard-setting. Chalky fragmenting; Rock to 5%, 0.3-0.8 (mode 0.4)cm, sub- angular, ironstone; Most fine feeder and lateral (pit has some to 2-3cm) roots. ~Termite galleries. Little or no humus. 
10-20cm; 2.5YR6/8; Mottles few, diffuse clumps, <1cm; Hard-setting but fragmenting; Scarce laterals & fine roots.
20-30cm; 2.5YR7/4 strong mottle; Mottles calcic - 5YR8/2. Common ~50%  (laminar/dendritic 0.5-1.2cm); Little rock <0.5(-1.0)%, 0.3-0.8(-1.1) (mode 0.4)cm ; Scarce, fine roots
30-40cm; 2.5YR6/6; “; Mottles common 25-30%, diffuse clumps, <1cm; 
40-50cm; 2.5YR5/6//6/6; “; Mottles few <1%, <05cm clusters; Scarce medium laterals
50-60cm ; 2.5YR5/6//6/6;  darker brown; Sand : silt : clay (readily plasticising;   to 50%?); ~ no mottles; Harder-setting, Fine-grained/smooth, clayey initially moist drying to a gloss finish;  Little rock <0.5%, <0.4cm diam; 
60-70cm ; 2.5YR5/6//6/6; “; ~ no mottles; Hard-setting & compact; 
70-80cm ; 2.5YR6/6//5/6; “; ~ no mottles; Hard-setting & highly compacted at 80cm; 
",9,"11",NA,"S",NA,NA,"V","NC","NC","NC","NC","NC",NA,"11","WAA050822"
"1568","QDAMGD0012-53496","QDAMGD0012",53496,0.25,0.65,"","LMC","NC","NC","10YR33","","NC","NC","NC","NC","NC","NC","NC","Pit at SE corner of site. Small gullies at North and South ends of site. Small Rill through centre of site. Small traces of effervescent material throughout soil profile. Slight to moderate effervescence through profile.",2,"11",NA,"S",0.71,6.3,"V","E","NC","NC","NC","NC",NA,"11","QDA   051258"
"1569","QDAMGD0008-53493","QDAMGD0008",53493,0.1,0.2,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"N",0.3,9.1,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051124"
"1570","NTAMGD0004-58432","NTAMGD0004",58432,0,0.25,"A1","S","NC","NC","5YR34",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit and Subsites 1 to 5 in NE corner. Bulk Density's 0-10 and 10 to 20cm.",2,NA,NA,"N",0.57,5.4,"G","G","NC","NC","NC","NC",NA,NA,"NTA054265"
"1571","NTAGFU0038-53685","NTAGFU0038",53685,0,0.1,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","NTA  052224"
"1572","WAAHAM0006-56944","WAAHAM0006",56944,0.32,1,"A13","S","NC","NC","10YR83","","B","4","4","1","1","U","S","Pit in S.E. corner.Segregations and Mottles Very Highly Effervescent.  Pit photos, 1392, 1393.",2,"11",NA,"N",0.06,9.8,"G","G","NC","NC","NC","NC",NA,"11","WAA  051993"
"1573","SASMDD0017-58021","SASMDD0017",58021,0,0.15,"A11","S","NC","NC","7.5YR34","10YR46","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",0.14,6.2,"V","E","NC","NC","NC","NC",NA,"11","SAS050523"
"1574","SAASTP0006-57066","SAASTP0006",57066,0.3,0.4,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","Pit sampled to 0.5m.",14,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","SAA050855"
"1575","NTAGFU0022-53669","NTAGFU0022",53669,0.07,0.4,"B2","SCL",NA,NA,"5YR44.5","7.5YR54","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",NA,7,"V","E","NC","NC","NC","NC",NA,"11","NTA051396"
"1576","WAAMUR0031-53465","WAAMUR0031",53465,0.5,0.6,"","S","NC","Z","","10R4/6","n/a","0","n/a","NC","NC","NC","NC","[Note this plot's soils were put through a 2mm sieve; this mainly separated organic matter and termite clods.] 

Pit: SSW of SW corner. Bare open area amidst Triodia, about 5m from E. gongylocarpa tree. Surface sandy crust with cryptogam. Red-orange gritty silty sand; firmly packed & self-supporting. Minor roots in first 10cm; feeder roots scattered down to 40 to 50cm, very scarce below. No litter, negligible humus. Fairly uniform texture to 140cm depth. Non-clay: >90% sand : silt. Clay none (<5%). Mottles none. Termite galleries not evident. Rock ~none. 
[0-10cm 10R 4/6, 10-30cm 10R3/6, 30-100cm 10R4/6.]

",9,"11",NA,"N",NA,NA,"G","S","NC","NC","NC","NC",NA,"11","WAA050272"
"1577","WAAPIL0001-57619","WAAPIL0001",57619,0,0.05,NA,"SL","NC","NC","10R33",NA,"n/a","0","n/a","0","n/a","n/a","n/a","Pit to 50cm Auger to 80cm. No Bulk Densities taken.",2,"11",NA,"N",0,6.2,"V","E","NC","NC","NC","NC",NA,"11","WAA053051"
"1578","QDACHC0001-53592","QDACHC0001",53592,0.1,0.2,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,NA,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   050567"
"1579","QDAMGD0017-53499","QDAMGD0017",53499,0.5,0.6,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"H",1.2,8.7,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051426"
"1580","NTASSD0017-53561","NTASSD0017",53561,0.25,0.4,"B21","SCL","NC","NC","2.5YR48","","NC","NC","NC","NC","NC","NC","NC",NA,2,"11",NA,"N",2.47,6.5,"V","E","NC","NC","NC","NC",NA,"11","NTA 051741"
"1581","NTAFIN0019-53639","NTAFIN0019",53639,0,0.1,"A!","SL",NA,NA,"5YR44","5YR56","NC","NC","NC","NC","NC","NC","NC","",2,"11",NA,"N",0,6.9,"V","E","NC","NC","NC","NC",NA,"11","NTA052298"
"1582","WAGCOO0001-53613","WAGCOO0001",53613,0.6,0.7,"NC","NC",NA,NA,NA,NA,"NC","NC","NC","NC","NC","NC","NC",NA,NA,"11",NA,"NC",NA,NA,"NC","NC","NC","NC","NC","NC",NA,"11","AUG006007"
"1583","QDAMGD0022-53501","QDAMGD0022",53501,0.4,0.5,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"N",0.18,8,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051582"
"1584","QDAMGD0006-53492","QDAMGD0006",53492,0.8,0.9,"NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC",NA,4,"11",NA,"M",1.32,8.7,"NC","NC","NC","NC","NC","NC",NA,"11","QDA   051063"
