"","site_unique","site_location_name","established_date","description","bioregion_name","landform_pattern","landform_element","site_slope","site_aspect","comments","outcrop_lithology","other_outcrop_lithology","plot_dimensions","site_location_visit_id","visit_start_date","visit_end_date","visit_notes","location_description","erosion_type","erosion_abundance","erosion_state","microrelief","drainage_type","disturbance","climatic_condition","vegetation_condition","observer_veg","observer_soil","described_by","pit_marker_easting","pit_marker_northing","pit_marker_mga_zones","pit_marker_datum","pit_marker_location_method","soil_observation_type","a_s_c","plot_is_100m_by_100m","plot_is_aligned_to_grid","plot_is_permanently_marked","latitude","longitude","point","state","lon_easting","lat_northing"
"264","WAAMUR0001-58498","WAAMUR0001","2016-10-01T10:00:19"," Weebo SWA0904","MUR","SAN","PLA","0",NA,"-------------- new visit physicalStatusComments start --------------
Landform element and pattern is plain on sandplain. No discernible slope. No surface strew or outcropping. No evidence of grazing. Minimal impact from introduced plants. The site has not burnt since last visit and is long unburnt. Site is homogenous. Community extend 90m from the centre in all directions. Nearest infrastructure is a burrow pit 50m from NW corner of the site.
 
-------------- new visit physicalStatusComments end ---------------
Sandplain. Very long unburnt- no scarring on trees. Minimal introduced plant species. Grazing effect is minimal.  Homogeneity- plot sits in a uniform community with some thick clumps of Mallee at a subsite level, 100m in all directions is same community. North east corner is 50m from grader bank that runs off the road. Main Weebo road is 120m north  west of the site.  Corresponds to swat Plot SWA904","NA","NC",NA,58498,"2016-10-01T10:00:19","2016-10-01T10:00:19",NA,"Weebo Pastoral Lease, survey site SWA0904A, ca. 35.4 km east-southeast (118.68°) of Leinster and ca. 9.02 km south-southwest (224.6°) of Weebo Homestead","W","1","S","Z",4,"0","DRY","DRY",1,17,1,304789,6894085,51,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-28.0651111111111,121.013705555556,"SW","WA",121.01362848306,-28.0642762338673
"265","NTAMGD0003-58431","NTAMGD0003","2016-04-28T09:38:07","Newcastle Waters Station, 3.8km north east of homestead. 24.5km north west of Elliot","MGD","PLA","PLA","0",NA,"Flat Plain with ironstone, exposed by fire in the northern part of the plot. Minimal outcrop. Fire history is patchy- southern section was burnt max 10 years ago. Northern section burnt more recently around 5-6 years. Scarring on Corymbia but no dead upper canopy. Recruitment in Grevillea sp. in the mid layer in the southern section. Grazing effect is minimal- presently not grazed. Introduced plant species effect is low- possibly some Stylosanthes.   60m from Stuart highway on western edge. Homogeneity- Vegetation community is confined to the plot.","UC","NA","100m x 100m.",58431,"2016-04-28T09:38:07","2016-04-28T09:38:07",NA,"Newcastle Waters Station, 3.8km north east of homestead. 24.5km north west of Elliot","n/a","X","n/a","AM",3,"0","DRY","AVG",1,2,1,334134.74,8080141.01,53,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-17.3582083333333,133.438933333333,"SW","NT",133.43891262787,-17.3582282536391
"266","NTAMGD0004-58432","NTAMGD0004","2016-04-29T09:01:26","Newcastle Waters Station, 20km south east of homestead. 4.3km north west of Elliott","MGD","SAN","PLA","0",NA,"Flat site. Fire- burnt in last 5 years, dead shrubs and burnt litter on the ground. Grazing effect is low- Cattle have chewed Cenchrus ciliaris but not much else. Introduced plant species effect moderate- Cenchrus ciliaris consistently through the site. Homogeneity- south west corner is 10m from fence with graded line. Old track runs along western edge of site 5m beyond site 50m from Stuart highway. Community is homogenous to 105m from centre.","NA","NC","100m x 100m.",58432,"2016-04-29T09:01:26","2016-04-29T09:01:26",NA,"Newcastle Waters Station, 20km south east of homestead. 4.3km north west of Elliott","n/a","X","n/a","AM",4,"1L","DRY","AVG",1,2,1,343364,8062267,53,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-17.5213222222222,133.523488888889,"SW","NT",133.524456388654,-17.5203995876069
"267","NTAMGD0005-58495","NTAMGD0005","2016-04-29T14:35:35","Newcastle Waters Station, 11.7km south east of homestead. 12.6km north west of Elliott.","MGD","SAN","PLA","0",NA,"Flat site on a sandplain. Isolated ironstone gravels and occasional cobble. Fire- evidence of burnt grasses and scarring on the trees but grasses and shrubs have come back. Grazing effect is low. Introduced plant species effect is minimal. Homogeneity- South west corner is just on the edge of clearing for powerlines and then  the highway is 20 beyond that. North east corner sits 5m from fence line/ station track.","NA","NC",NA,58495,"2016-04-29T14:35:35","2016-04-29T14:35:35",NA,"Newcastle Waters Station, 11.7km south east of homestead. 12.6km north west of Elliott.","n/a","X","n/a","Z",5,"1L","DRY","AVG",1,2,1,338962,8069381,53,"WGS84","GPS","P",NA,TRUE,TRUE,TRUE,-17.4558472222222,133.483566666667,"SW","NT",133.483532110733,-17.4558052257316
"268","NTASTU0001-58428","NTASTU0001","2016-04-30T12:43:22","Maryfield Station, 5km south south east of homestead. 39.5km south east of Larrimah","STU","PLA","PLA","0",NA,"Plot is flat- possibly subject to flooding In the wet season. Grazing effect is moderate- noticeable cross fence change.  Long unburnt- no scarring on trees. Introduced species effect low- Stylosanthes viscosa present throughout the site. Minimal surface strew- some tiny patches of ironstone gravels.  Lots of termite mounds. Homogeneity- plot is about 160m a fenceline/track and 220m from Stuart highway. 175m from the centre is homogenous.","NA","NC",NA,58428,"2016-04-30T12:43:22","2016-04-30T12:43:22","Substrate ""unknown"" in point intercept is termite mound","Maryfield Station, 5km south south east of homestead. 39.5km south east of Larimah","T","1","P","M",4,"0","DRY","AVG",1,2,1,329961,8244042,53,"WGS84","GPS","A",NA,TRUE,TRUE,TRUE,-15.8768583333333,133.411919444444,"SW","NT",133.411868603298,-15.876849115725
"269","NTASTU0003-58430","NTASTU0003","2016-05-01T15:10:00","Maryfield Station 16km north west of homestead. 18.9km south east of Larrimah","STU","PLA","PLA","0",NA,"Plain. Surface strew is minimal. Recent fire in last few years- regrowth in Erythrophleum chlorostachys and scarring on the trees. Introduced plant effect is low- some Stylosanthes but cover low. Grazing effect is low. Homogeneity- old disused track 10m from south west corner, 110m to boundary fence/track and 175m from Stuart highway. Community is more or less confined to plot.","NA","NC",NA,58430,"2016-05-01T15:10:00","2016-05-01T15:10:00","Unknown Substrate in point intercept is termite mound.Corymbia terminalis and Corymbia polycarpa combined for basal wedge



","Maryfield Station 16km north west of homestead. 18.9km south east of Larimah.","n/a","X","n/a","TM",4,"1L","DRY","AVG",1,2,1,320785,8262797,53,"WGS84","GPS","A",NA,TRUE,TRUE,TRUE,-15.70665,133.327522222222,"SW","NT",133.327583600312,-15.7067197119471
"270","NTAGFU0041-58425","NTAGFU0041","2016-05-02T11:48:10","Mataranka Station, 10.3km north west of homestead. 24.5km north west of Mataranka","GFU","PLA","PLA","0",NA,"Plain, no slope. Minimal surface strew and no outcrop. Grazing effect is minimal- no grazing at present except for occasional water buffalo.  Plot has been burnt in last 1-2 years. Not burnt in current dry season but difficult to find fruit for Eucalyptus spp. Introduced plant species effect is minimal. Homogeneity- community is consistent well beyond the plot but tracks bisect the community 25m north of the north east corner and   90m from the south west corner","NA","NC","100m x 100m.",58425,"2016-05-02T11:48:10","2016-05-02T11:48:10","Substrate ""unknown"" in point intercept is termite mound. Basal wedge missing on south and south west points.","Mataranka Station, 10.3km north west of homestead. 24.5km north west of Mataranka.","n/a","X","n/a","TM",4,"0","DRY","AVG",1,2,1,273033,8364937,53,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-14.7799944444444,132.891461111111,"SW","NT",132.89138318941,-14.7800356969064
"271","NTASTU0004-58426","NTASTU0004","2016-05-03T09:41:51","Mataranka Station 3.9km south east of homestead. 10.2km north west of Mataranka.","STU","SAN","PLA","0",NA,"Flat plot. Minimal surface strew- sandy at surface. Not grazed at present. Plot is outside fence for station. Plot has not been burnt for 2+ years.  Introduced plant species effect is low Homogeneity- community is contained to the plot. 70m from north east corner is Stuart Highway, South west corner is 10m from station boundary fence.","NA","NC","100m. x 100m.",58426,"2016-05-03T09:41:51","2016-05-03T09:41:51","Substrate ""unknown"" in point intercept is termite mound","Mataranka Station 3.9km south east of homestead. 10.2km north west of Mataranka.","n/a","X","n/a","TM",5,"0","WET","AVG",1,2,1,283987,8355867,53,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-14.8638388888889,132.991402777778,"SW","NT",132.992349325788,-14.862897547686
"272","NTASTU0005-58427","NTASTU0005","2016-05-03T15:15:53","Mataranka Station 11.7km south east of homestead. 2.3km north west of Mataranka","STU","SAN","PLA","0",NA,"Flat sandy site with minimal surface strew. Introduced plant species effect is moderate- Ocimum tenuiflorum and Bidens pilosa common through the site but cover fairly low. Site not presently grazed. Long unburnt- no scarring on the trees and minimal burnt material in ground layer. Plot is about 45m from a track at the north east corner and 110m from the Stuart highway. Community is confined to the plot. South west corner is 90m from Property boundary fence.","NA","NC",NA,58427,"2016-05-03T15:15:53","2016-05-03T15:15:53","Substrate ""unknown"" in point intercept is termite mound","Mataranka Station 11.7km south east of homestead. 2.3km north west of Mataranka","n/a","X","n/a","TM",4,"0","WET","AVG",1,2,1,290098,8350956,53,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-14.9086444444444,133.047788888889,"SW","NT",133.048722509865,-14.90776306655
"273","NTAPCK0001-58037","NTAPCK0001","2016-05-04T15:12:47","Kakadu National Park, 338m south east of Bowali visitors centre. 1.4km west of Jabiru","PCK","PLA","PLA","0",NA,"Plot is on a plain. Broadly flat- some minor digging ( earthworks) within the site especially at the north west corner. Some fine ironstone gravels, no outcrop. Fire- site has been burnt 2-5 years previous ( recent burn just creeping in on north western edge). Grazing effect is minimal. Introduced plant species effect is minimal. Plot is unburnt in current dry season except for a small patch at the north west corner where a fire has just trickled into the corner of the plot exposing the substrate. Homogeneity- north west corner is about 10m in from main highway, slightly further away at the south west corner.","UC","NA","100m. x 100m.",58037,"2016-05-04T15:12:47","2016-05-04T15:12:47","Note: There are restrictions on using plant,soil and metagenomic samples collected at this site. Please contact ben.sparrow@adelaide.edu.au
Basal wedge for SE corner incomplete due to poor light.","Kakadu National Park, 338m south east of Bowali visitors centre. 1.4km west of Jabiru","n/a","X","n/a","TM",4,"0","DRY","AVG",1,2,1,263032,8597721,53,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-12.6757805555556,132.818102777778,"SW","NT",132.818059854643,-12.6758400091653
"274","NTAPCK0002-58038","NTAPCK0002","2016-05-05T13:41:51","Kakadu National Park, 2.9km west of Baroalba homestead. 16.5km south south east of Jabiru","PCK","PLA","PLA","0",NA,"Plot is on a flat plain with some very gentle undulations. Fire- Scarring quite high up on the trees to 10m with lots of ash in the ground layer probably burnt within last 2 years. Introduced plant species effect minimal. Grazing effect minimal. Some ironstone gravels but mostly covered by litter. Site is about 70m from road on southern edge. Community continues 140m from the centre.","NA","NC",NA,58038,"2016-05-05T13:41:51","2016-05-05T13:41:51","Note: There are restrictions on using plant,soil and metagenomic samples collected at this site. Please contact ben.sparrow@adelaide.edu.au
Annual tussock grass is made up of two Iseilema like species which were not collected.","Kakadu National Park, 2.9km west of Baroalba homestead. 16.5km south south east of Jabiru
","n/a","X","n/a","TM",5,"0","DRY","AVG",1,2,1,260493,8581694,53,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-12.820425,132.793452777778,"SW","NT",132.793439438872,-12.8204695086171
"275","NTAARP0001-58422","NTAARP0001","2016-06-02T08:52:59","Kakadu National Park, 37km west of Gimbit homestead.  56.5km north east of Pine Creek","ARP","SAN","PLA","0",NA,"Flat plot on a sandplain. Sandy- very little gravel and lots of leaf litter. Grazing effect is minimal.  Not burnt in current dry season- older scarring on E. tetrodonta and a dense layer of Sorghum plumosum?  through the ground layer. Recent fire between the south east corner of the plot and the road but not burnt into plot. Introduced species effect is minimal. Homogeneity- community extends 20m beyond plot. Highway is 90m from south east corner.","NA","NC","100m x 100m.",58422,"2016-06-02T08:52:59","2016-06-02T08:52:59","numbers on transects east to west4 and west to east 1 need swapping 
Note: There are restrictions on using plant,soil and metagenomic samples collected at this site. Please contact ben.sparrow@adelaide.edu.au","Kakadu National Park, 37km west of Gimbit homestead.  56.5km north east of Pine Creek","n/a","X","n/a","AM",5,"0","DRY","AVG",1,2,1,204648,8499580,53,"WGS84","GPS","PA",NA,TRUE,TRUE,TRUE,-13.5572916666667,132.270091666667,"SW","NT",132.271094953034,-13.5573318385048
